Store ID ,Country,Store_Area,Items_Available,Daily_Customer_Count,Store_Sales
STORE002,Africa,1703,2055,1080,37830
STORE002,Africa,1575,1872,690,52270
STORE002,Africa,1309,1572,510,52280
STORE002,Africa,1488,1807,1030,70810
STORE002,Africa,1658,1988,370,71530
STORE002,Africa,1863,2245,640,77260
STORE002,Africa,1458,1725,750,75550
STORE002,Africa,1604,1909,370,33730
STORE002,Africa,1575,1899,840,66270
STORE002,Africa,1525,1829,840,55820
STORE002,Africa,1451,1737,890,68430
STORE002,Africa,1390,1687,620,73990
STORE002,Africa,1442,1742,310,62800
STORE002,Africa,1620,1922,550,33740
STORE002,Africa,1251,1527,380,63830
STORE002,Africa,1318,1606,1200,24410
STORE002,Africa,1647,1962,800,70020
STORE002,Africa,1829,2175,870,92240
STORE002,Africa,1852,2227,1220,68230
STORE002,Africa,1699,2053,1080,81870
STORE002,Africa,1325,1595,540,73860
STORE002,Africa,1350,1634,880,77120
STORE002,Africa,1347,1628,120,72350
STORE002,Africa,1397,1661,1410,49160
STORE002,Africa,1245,1499,570,45650
STORE002,Africa,1366,1649,940,52780
STORE002,Africa,1378,1658,760,90960
STORE002,Africa,1767,2110,1200,64950
STORE002,Africa,1184,1434,670,47230
STORE002,Africa,1257,1505,950,83250
STORE002,Africa,1863,2247,480,51950
STORE002,Africa,1881,2244,920,66030
STORE002,Africa,1329,1609,1150,68590
STORE002,Africa,1539,1848,750,47140
STORE002,Africa,1557,1861,370,69940
STORE002,Africa,2007,2397,610,65890
STORE002,Africa,1185,1418,1150,89310
STORE002,Africa,1657,2003,1070,58540
STORE002,Africa,1294,1539,790,78130
STORE002,Africa,1296,1559,1070,92300
STORE002,Africa,1733,2097,730,56170
STORE002,Africa,1641,1976,620,46050
STORE002,Africa,1373,1648,530,43390
STORE002,Africa,1550,1845,700,61750
STORE002,Africa,1583,1907,680,21830
STORE002,Africa,1428,1719,1060,39800
STORE002,Africa,1604,1925,670,54370
STORE002,Africa,1439,1735,400,62470
STORE002,Africa,1648,2003,910,82930
STORE002,Africa,1025,1231,760,63720
STORE002,Africa,2001,2394,540,79180
STORE002,Africa,1145,1370,350,38210
STORE002,Africa,1174,1426,980,25950
STORE002,Africa,913,1106,860,56610
STORE002,Africa,1199,1433,1020,73710
STORE002,Africa,1875,2254,1120,70400
STORE002,Africa,1153,1397,1020,50440
STORE002,Africa,1240,1492,940,66840
STORE002,Africa,1381,1660,970,50170
STORE002,Africa,1701,2030,830,60140
STORE002,Africa,1206,1456,920,37130
STORE002,Africa,1476,1777,660,42890
STORE002,Africa,1189,1439,780,26220
STORE002,Africa,1837,2220,340,50840
STORE002,Africa,1319,1571,1190,25630
STORE002,Africa,1617,1901,490,60770
STORE002,Africa,1631,1967,1090,69600
STORE002,Africa,1517,1805,1040,41740
STORE002,Africa,1764,2109,1210,50130
STORE002,Africa,1572,1869,1030,21750
STORE002,Africa,1855,2197,1170,80490
STORE002,Africa,1327,1571,730,34020
STORE002,Africa,1270,1515,720,60240
STORE002,Africa,1734,2073,500,39460
STORE002,Africa,1533,1848,1070,56440
STORE002,Africa,1390,1646,800,46840
STORE002,Africa,1856,2216,1020,64820
STORE002,Africa,1000,1215,1070,52520
STORE002,Africa,1313,1586,420,45940
STORE002,Africa,1494,1799,510,38970
STORE002,Africa,1386,1674,1210,58610
STORE002,Africa,1979,2364,660,30810
STORE002,Africa,1057,1264,360,47730
STORE002,Africa,902,1093,1210,64640
STORE002,Africa,1347,1622,560,44860
STORE002,Africa,1314,1576,360,55660
STORE002,Africa,1513,1803,970,57530
STORE002,Africa,1305,1548,480,75200
STORE002,Africa,1180,1436,690,37330
STORE002,Africa,1142,1352,710,35280
STORE002,Africa,1471,1768,780,70610
STORE002,Africa,1075,1288,630,49720
STORE002,Africa,1578,1885,220,68850
STORE002,Africa,1585,1916,1110,50740
STORE002,Africa,1391,1648,720,77070
STORE002,Africa,1577,1892,560,74730
STORE002,Africa,1092,1314,600,76530
STORE002,Africa,1375,1681,440,68900
STORE002,Africa,1523,1813,520,44960
STORE002,Africa,1373,1654,410,41490
STORE002,Africa,1550,1871,590,74320
STORE002,Africa,1614,1946,740,73800
STORE002,Africa,1566,1889,610,56400
STORE002,Africa,2019,2396,540,71570
STORE002,Africa,1494,1806,1450,43640
STORE002,Africa,1659,2008,620,35120
STORE002,Africa,1766,2131,340,58670
STORE002,Africa,1293,1554,970,75800
STORE002,Africa,1375,1659,1080,76640
STORE002,Africa,1236,1484,560,31890
STORE002,Africa,1332,1586,630,61670
STORE002,Africa,1513,1825,980,75950
STORE002,Africa,1208,1459,930,41490
STORE002,Africa,1190,1429,470,66170
STORE002,Africa,1448,1734,680,37980
STORE002,Africa,1771,2147,430,62710
STORE002,Africa,1365,1645,830,60470
STORE002,Africa,1510,1810,950,35230
STORE002,Africa,1458,1736,870,48550
STORE002,Africa,1808,2157,730,56810
STORE002,Africa,1615,1954,760,41080
STORE002,Africa,1640,1948,960,51270
STORE002,Africa,1060,1273,860,57500
STORE002,Africa,1633,1968,330,81470
STORE002,Africa,1222,1473,630,49570
STORE002,Africa,1619,1957,1280,45580
STORE002,Africa,1624,1973,1440,44660
STORE002,Africa,1887,2278,570,76240
STORE002,Africa,1320,1583,540,43720
STORE002,Africa,1450,1750,480,46700
STORE002,Africa,1455,1764,390,84690
STORE002,Africa,966,1172,900,85470
STORE002,Africa,1922,2290,290,80410
STORE002,Africa,1678,1999,740,46650
STORE002,Africa,1638,1952,690,81840
STORE002,Africa,1145,1375,950,63590
STORE002,Africa,2004,2390,930,50130
STORE002,Africa,1954,2378,810,45820
STORE002,Africa,1577,1879,760,86710
STORE002,Africa,1766,2138,580,49980
STORE002,Africa,1362,1634,770,82940
STORE002,Africa,1886,2228,1530,40350
STORE002,Africa,1291,1546,420,93950
STORE002,Africa,1584,1897,1210,47310
STORE002,Africa,1397,1686,850,21300
STORE002,Africa,1445,1709,1340,62180
STORE002,Africa,1433,1707,1160,61460
STORE002,Africa,1269,1511,500,54360
STORE002,Africa,1798,2134,820,72050
STORE003,Canada,1514,1822,670,48090
STORE003,Canada,1015,1216,460,27310
STORE003,Canada,1495,1799,950,57160
STORE003,Canada,1759,2095,980,34190
STORE003,Canada,1219,1468,850,35600
STORE003,Canada,1571,1877,580,54670
STORE003,Canada,1404,1670,620,76730
STORE003,Canada,1124,1369,650,63540
STORE003,Canada,1514,1837,1130,36690
STORE003,Canada,1207,1476,720,87370
STORE003,Canada,1484,1774,940,59800
STORE003,Canada,1398,1678,920,48030
STORE003,Canada,1769,2112,660,96650
STORE003,Canada,1111,1322,610,65500
STORE003,Canada,1078,1305,1190,55530
STORE003,Canada,1876,2254,1340,21650
STORE003,Canada,1909,2306,820,31940
STORE003,Canada,1940,2343,1130,84690
STORE003,Canada,1391,1683,890,68390
STORE003,Canada,1496,1774,810,75490
STORE003,Canada,1412,1699,680,39200
STORE003,Canada,1121,1345,320,85670
STORE003,Canada,1691,2026,700,60530
STORE003,Canada,1599,1946,940,78090
STORE003,Canada,1208,1467,910,50720
STORE003,Canada,1454,1737,870,23090
STORE003,Canada,1555,1881,1260,91360
STORE003,Canada,1554,1852,440,48120
STORE003,Canada,1491,1800,980,75620
STORE003,Canada,1415,1697,1200,39420
STORE003,Canada,1487,1801,890,51130
STORE003,Canada,1339,1589,1050,33890
STORE003,Canada,1320,1562,610,87170
STORE003,Canada,1509,1799,960,38600
STORE003,Canada,1406,1680,860,60980
STORE003,Canada,1264,1502,800,79410
STORE003,Canada,1905,2280,1060,82350
STORE003,Canada,1209,1464,600,36740
STORE003,Canada,1546,1829,380,27720
STORE003,Canada,1689,2044,1140,32260
STORE003,Canada,1153,1381,730,53270
STORE003,Canada,2063,2493,810,51480
STORE003,Canada,1848,2254,1000,59970
STORE003,Canada,1718,2056,1220,83600
STORE003,Canada,1480,1773,360,63020
STORE003,Canada,1439,1724,900,50920
STORE003,Canada,1576,1896,750,56450
STORE003,Canada,1948,2374,930,89540
STORE003,Canada,1613,1893,1180,46030
STORE003,Canada,896,1059,870,75110
STORE003,Canada,1625,1943,680,74520
STORE003,Canada,1303,1587,1310,102310
STORE003,Canada,1340,1605,1000,53400
STORE003,Canada,1410,1704,1130,59760
STORE003,Canada,1432,1719,990,49540
STORE003,Canada,1891,2280,360,51560
STORE003,Canada,1322,1583,720,49510
STORE003,Canada,1378,1670,950,58610
STORE003,Canada,1462,1732,840,68260
STORE003,Canada,1440,1733,1120,65310
STORE003,Canada,1421,1724,920,52090
STORE003,Canada,1280,1530,1240,43860
STORE003,Canada,1431,1710,840,74170
STORE003,Canada,1161,1404,430,58380
STORE003,Canada,1175,1405,810,91200
STORE003,Canada,1395,1662,920,90940
STORE003,Canada,1443,1755,880,49330
STORE003,Canada,1247,1523,1350,53500
STORE003,Canada,1788,2133,1000,54590
STORE003,Canada,1138,1375,1220,57450
STORE003,Canada,1709,2042,430,33240
STORE003,Canada,1777,2145,520,80790
STORE003,Canada,1612,1918,580,61000
STORE003,Canada,1618,1943,460,47620
STORE003,Canada,1311,1571,470,72090
STORE003,Canada,1365,1638,680,102920
STORE003,Canada,1249,1503,950,61970
STORE003,Canada,1373,1635,840,61040
STORE003,Canada,1536,1836,990,52060
STORE003,Canada,1744,2101,520,69570
STORE003,Canada,1513,1820,520,66020
STORE003,Canada,1297,1561,1070,40000
STORE003,Canada,1908,2304,990,79500
STORE003,Canada,1721,2076,710,76300
STORE003,Canada,1243,1491,430,69030
STORE003,Canada,1472,1766,1290,57140
STORE003,Canada,1307,1570,1080,41710
STORE003,Canada,1628,1959,890,71480
STORE003,Canada,1556,1869,1000,33010
STORE003,Canada,1179,1428,1290,74570
STORE003,Canada,1768,2123,860,49590
STORE003,Canada,1378,1656,1010,73170
STORE003,Canada,1685,2015,1160,79220
STORE003,Canada,1474,1759,880,75880
STORE003,Canada,1794,2137,670,67610
STORE003,Canada,1086,1291,930,69090
STORE003,Canada,1808,2154,990,35220
STORE003,Canada,1501,1790,450,53940
STORE003,Canada,1353,1598,690,56660
STORE003,Canada,1455,1757,650,67520
STORE003,Canada,1165,1411,1020,38620
STORE003,Canada,1332,1610,880,38890
STORE003,Canada,1396,1668,760,79270
STORE003,Canada,1513,1821,690,42880
STORE003,Canada,1618,1940,630,44240
STORE003,Canada,1845,2233,370,43190
STORE003,Canada,1172,1411,460,74550
STORE003,Canada,1436,1737,770,57090
STORE003,Canada,1738,2065,750,56480
STORE003,Canada,2229,2667,660,87410
STORE003,Canada,1490,1783,730,81370
STORE003,Canada,1060,1279,670,97360
STORE003,Canada,2015,2436,680,77960
STORE003,Canada,1611,1919,960,71240
STORE003,Canada,1187,1417,1230,58940
STORE003,Canada,1430,1690,800,78950
STORE003,Canada,1543,1840,450,36380
STORE003,Canada,1836,2195,940,45160
STORE003,Canada,1463,1764,1060,69050
STORE003,Canada,1213,1462,560,56830
STORE003,Canada,1244,1480,860,93530
STORE003,Canada,1745,2108,730,46920
STORE003,Canada,933,1121,940,55990
STORE003,Canada,1764,2132,920,40840
STORE003,Canada,1675,2002,1050,64990
STORE003,Canada,1688,2046,380,53550
STORE003,Canada,1842,2204,930,51320
STORE003,Canada,1316,1597,980,36560
STORE003,Canada,1440,1719,580,66050
STORE003,Canada,1760,2111,680,52400
STORE003,Canada,1323,1571,850,27970
STORE003,Canada,1230,1466,730,67100
STORE003,Canada,1540,1838,570,43710
STORE003,Canada,1167,1388,620,38600
STORE003,Canada,1429,1695,890,53890
STORE003,Canada,1491,1770,800,52610
STORE003,Canada,1313,1574,920,43130
STORE003,Canada,1609,1943,920,40300
STORE003,Canada,1109,1342,760,49750
STORE003,Canada,1207,1440,500,43840
STORE003,Canada,902,1087,680,56820
STORE003,Canada,1191,1422,770,36350
STORE003,Canada,1335,1601,460,50820
STORE003,Canada,1382,1660,1070,83720
STORE003,Canada,1588,1906,450,46970
STORE003,Canada,1918,2284,310,78020
STORE003,Canada,1484,1774,880,45080
STORE003,Canada,1334,1607,370,55160
STORE003,Canada,1556,1846,760,72020
STORE003,Canada,1784,2142,950,64010
STORE003,Canada,1244,1477,890,27840
STORE003,Canada,1496,1787,800,58070
STORE003,Canada,1719,2058,700,51760
STORE003,Canada,1678,2022,1050,66050
STORE003,Canada,1247,1490,330,65750
STORE003,Canada,1191,1421,980,65820
STORE003,Canada,1832,2208,1090,46760
STORE003,Canada,1271,1523,1140,50940
STORE003,Canada,1735,2084,820,56440
STORE003,Canada,1627,1948,890,32610
STORE003,Canada,1351,1616,650,62770
STORE003,Canada,1520,1817,850,63600
STORE003,Canada,1490,1788,360,45840
STORE003,Canada,1777,2117,780,38280
STORE003,Canada,1688,2037,590,50960
STORE003,Canada,1537,1836,670,39480
STORE003,Canada,1622,1968,340,69610
STORE003,Canada,1148,1384,730,47800
STORE003,Canada,1001,1194,1210,44890
STORE003,Canada,1857,2236,1280,67420
STORE003,Canada,1552,1869,710,78870
STORE003,Canada,1700,2064,940,70310
STORE003,Canada,1554,1844,670,38530
STORE003,Canada,1482,1777,800,77570
STORE003,Canada,1275,1517,790,59920
STORE003,Canada,1642,1981,720,54450
STORE003,Canada,1381,1633,1270,50250
STORE003,Canada,1381,1634,930,30790
STORE003,Canada,1057,1262,1490,35420
STORE003,Canada,1192,1445,810,43470
STORE003,Canada,1601,1920,600,61000
STORE003,Canada,1622,1968,210,64780
STORE003,Canada,1607,1909,460,39030
STORE003,Canada,2214,2647,740,65900
STORE003,Canada,1633,1936,1320,46050
STORE003,Canada,1546,1845,760,59070
STORE003,Canada,1475,1753,920,44670
STORE003,Canada,1270,1519,920,58390
STORE003,Canada,1185,1420,880,80370
STORE003,Canada,1614,1938,1110,53230
STORE003,Canada,1141,1353,1370,72000
STORE003,Canada,1244,1481,410,84040
STORE003,Canada,869,1050,850,52540
STORE003,Canada,2049,2465,720,63510
STORE003,Canada,1883,2262,570,42240
STORE003,Canada,1526,1842,690,39580
STORE003,Canada,1165,1390,1220,54610
STORE003,Canada,1832,2185,840,87330
STORE003,Canada,1723,2072,560,88410
STORE003,Canada,932,1138,820,89760
STORE003,Canada,1137,1374,700,101780
STORE003,Canada,1231,1472,810,70290
STORE003,Canada,1237,1512,1070,88210
STORE003,Canada,1371,1650,540,87160
STORE003,Canada,1767,2158,530,41540
STORE003,Canada,1748,2092,580,49170
STORE003,Canada,1212,1440,500,63950
STORE003,Canada,1466,1743,1200,70810
STORE003,Canada,1152,1386,980,49590
STORE003,Canada,1439,1703,1000,67290
STORE003,Canada,2026,2400,720,51240
STORE003,Canada,1772,2146,1030,48540
STORE003,Canada,1511,1822,420,72410
STORE003,Canada,1199,1461,1070,54370
STORE003,Canada,1834,2184,830,94460
STORE003,Canada,1143,1375,940,85160
STORE003,Canada,1494,1794,550,52130
STORE003,Canada,1770,2131,1140,54650
STORE003,Canada,1455,1747,750,69320
STORE003,Canada,1141,1372,620,51480
STORE003,Canada,1586,1886,660,50060
STORE003,Canada,1701,2034,660,62180
STORE003,Canada,1860,2246,410,79780
STORE003,Canada,1167,1406,440,42860
STORE003,Canada,1424,1716,630,54410
STORE003,Canada,1710,2053,730,69390
STORE003,Canada,1408,1708,220,42810
STORE003,Canada,1517,1831,610,30840
STORE003,Canada,1227,1476,720,56260
STORE003,Canada,1609,1930,740,76470
STORE003,Canada,1553,1831,740,35680
STORE003,Canada,1814,2174,770,90070
STORE003,Canada,1240,1493,590,33120
STORE003,Canada,1206,1437,1330,54060
STORE003,Canada,1847,2186,910,75120
STORE003,Canada,1009,1202,330,41600
STORE003,Canada,1624,1946,870,20270
STORE003,Canada,1612,1931,790,60060
STORE003,Canada,1498,1805,1270,82270
STORE003,Canada,946,1125,590,29170
STORE003,Canada,1563,1872,1080,68420
STORE003,Canada,1664,2016,830,59130
STORE003,Canada,1619,1947,910,74330
STORE003,Canada,1433,1722,830,77080
STORE003,Canada,1241,1489,1380,76250
STORE003,Canada,1429,1720,1180,59540
STORE003,Canada,1241,1488,770,54690
STORE003,Canada,1078,1306,680,84360
STORE003,Canada,1690,2065,910,51420
STORE003,Canada,1289,1536,540,65120
STORE003,Canada,1581,1894,760,49380
STORE003,Canada,1608,1945,760,37830
STORE003,Canada,1344,1608,730,35980
STORE003,Canada,1513,1804,430,69190
STORE003,Canada,1529,1839,1000,50590
STORE003,Canada,1677,2014,660,60800
STORE003,Canada,1015,1229,930,31180
STORE003,Canada,1438,1751,760,77790
STORE003,Canada,1426,1718,370,47570
STORE003,Canada,1412,1701,630,69130
STORE003,Canada,1622,1944,360,75970
STORE003,Canada,1503,1791,630,68350
STORE003,Canada,1501,1789,670,41680
STORE003,Canada,1971,2342,690,86560
STORE003,Canada,1383,1687,830,81390
STORE003,Canada,1371,1635,720,50730
STORE003,Canada,1508,1823,520,71290
STORE003,Canada,1057,1284,750,70110
STORE003,Canada,1411,1680,1070,61590
STORE003,Canada,1466,1746,590,69370
STORE003,Canada,1545,1888,600,67110
STORE003,Canada,2044,2408,380,82020
STORE003,Canada,1887,2264,830,62050
STORE003,Canada,1505,1836,940,61730
STORE003,Canada,1422,1722,560,58660
STORE003,Canada,1564,1869,1030,53370
STORE003,Canada,1510,1810,730,39700
STORE003,Canada,1568,1920,890,53750
STORE003,Canada,1933,2338,1140,44730
STORE003,Canada,1501,1822,590,49350
STORE003,Canada,1593,1911,580,43340
STORE003,Canada,1812,2189,310,78090
STORE003,Canada,1580,1895,720,54950
STORE003,Canada,1440,1749,490,75530
STORE003,Canada,1100,1331,1010,57330
STORE003,Canada,1534,1841,680,87930
STORE003,Canada,1299,1555,1020,56850
STORE003,Canada,1767,2121,1050,78430
STORE003,Canada,1368,1649,740,63660
STORE003,Canada,1393,1670,410,62960
STORE003,Canada,1327,1590,770,81870
STORE003,Canada,1514,1794,1400,54820
STORE003,Canada,1989,2414,860,116320
STORE003,Canada,1334,1584,840,57200
STORE003,Canada,1533,1817,950,84360
STORE003,Canada,1809,2145,940,36530
STORE003,Canada,1607,1933,930,81260
STORE003,Canada,1165,1387,1060,82350
STORE003,Canada,1193,1430,560,80830
STORE003,Canada,1709,2065,670,30610
STORE003,Canada,1525,1839,540,51310
STORE003,Canada,1348,1623,1010,72940
STORE004,Greenland,1132,1366,1340,52450
STORE004,Greenland,1667,2020,980,66070
STORE004,Greenland,1427,1720,630,43190
STORE004,Greenland,1211,1447,1110,40730
STORE004,Greenland,1717,2048,700,78530
STORE004,Greenland,1766,2111,580,94690
STORE004,Greenland,1086,1299,1050,44400
STORE004,Greenland,1410,1692,790,73800
STORE004,Greenland,1476,1760,600,37390
STORE004,Greenland,1068,1278,440,64120
STORE004,Greenland,1485,1785,1340,66160
STORE004,Greenland,1461,1739,1250,22310
STORE004,Greenland,1685,2010,990,62380
STORE004,Greenland,1624,1958,290,63850
STORE004,Greenland,1658,2000,350,36210
STORE004,Greenland,1427,1677,210,54590
STORE004,Greenland,1755,2072,810,69610
STORE004,Greenland,1211,1472,790,65390
STORE004,Greenland,1591,1896,780,78130
STORE004,Greenland,1797,2126,730,55710
STORE004,Greenland,1519,1823,1040,69210
STORE004,Greenland,1637,1958,760,59940
STORE004,Greenland,1451,1750,570,72550
STORE004,Greenland,1203,1446,620,44260
STORE004,Greenland,1884,2262,310,56910
STORE004,Greenland,1540,1820,310,82390
STORE004,Greenland,1121,1332,790,54590
STORE004,Greenland,1307,1562,490,69990
STORE004,Greenland,1475,1775,230,72740
STORE004,Greenland,1160,1401,900,35360
STORE004,Greenland,1078,1276,640,94370
STORE004,Greenland,1191,1436,840,43520
STORE004,Greenland,1317,1569,780,36000
STORE004,Greenland,1548,1858,480,99480
STORE004,Greenland,1560,1883,1040,83220
STORE004,Greenland,1297,1529,870,52940
STORE004,Greenland,1645,1958,530,93360
STORE004,Greenland,1225,1455,750,73590
STORE004,Greenland,1421,1704,840,53840
STORE004,Greenland,1655,1956,800,47350
STORE004,Greenland,1615,1928,660,65080
STORE004,Greenland,1872,2262,560,62050
STORE004,Greenland,1317,1581,910,30020
STORE004,Greenland,1434,1729,480,49510
STORE004,Greenland,1791,2167,700,64320
STORE004,Greenland,932,1120,660,35590
